::1 - - [20/Mar/2022:10:07:48 +0300] "GET /index.php HTTP/1.1" 200 75434
::1 - - [20/Mar/2022:10:12:00 +0300] "GET /index.html HTTP/1.1" 404 196
::1 - - [20/Mar/2022:10:14:24 +0300] "GET /client/index.html HTTP/1.1" 200 469
::1 - - [20/Mar/2022:10:14:31 +0300] "POST /server/index.php HTTP/1.1" 200 34
::1 - - [20/Mar/2022:13:50:49 +0300] "GET /server/index.php HTTP/1.1" 200 319
::1 - - [20/Mar/2022:13:51:15 +0300] "GET /server/index.php HTTP/1.1" 200 60
::1 - - [20/Mar/2022:13:53:24 +0300] "GET /server/index.php HTTP/1.1" 200 51
::1 - - [20/Mar/2022:14:10:16 +0300] "GET /server/index.php HTTP/1.1" 200 50
::1 - - [20/Mar/2022:14:14:35 +0300] "GET /server/index.php HTTP/1.1" 200 238
::1 - - [20/Mar/2022:14:16:20 +0300] "GET /server/index.php HTTP/1.1" 200 243
::1 - - [20/Mar/2022:14:29:08 +0300] "GET /server/index.php HTTP/1.1" 200 591
::1 - - [20/Mar/2022:14:31:09 +0300] "GET /server/index.php HTTP/1.1" 200 807
::1 - - [20/Mar/2022:14:31:15 +0300] "GET /server/index.php HTTP/1.1" 200 802
::1 - - [20/Mar/2022:14:38:47 +0300] "GET /server/index.php HTTP/1.1" 200 1209
::1 - - [20/Mar/2022:14:39:32 +0300] "GET /server/index.php HTTP/1.1" 200 1396
::1 - - [20/Mar/2022:14:40:47 +0300] "GET /server/index.php HTTP/1.1" 200 1210
::1 - - [20/Mar/2022:14:41:02 +0300] "GET /server/index.php HTTP/1.1" 200 1777
::1 - - [20/Mar/2022:14:56:08 +0300] "GET /server/index.php HTTP/1.1" 200 218
::1 - - [20/Mar/2022:14:56:37 +0300] "GET /server/index.php HTTP/1.1" 200 2878
::1 - - [20/Mar/2022:14:57:08 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:14:57:39 +0300] "GET /server/index.php HTTP/1.1" 200 459
::1 - - [20/Mar/2022:14:59:49 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:15:02:03 +0300] "GET /server/index.php HTTP/1.1" 200 2878
::1 - - [20/Mar/2022:15:03:29 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:15:04:08 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:15:06:51 +0300] "GET /server/index.php HTTP/1.1" 200 1210
::1 - - [20/Mar/2022:15:07:20 +0300] "GET /server/index.php HTTP/1.1" 200 1210
::1 - - [20/Mar/2022:15:08:35 +0300] "GET /server/index.php HTTP/1.1" 200 1519
::1 - - [20/Mar/2022:15:09:16 +0300] "GET /server/index.php HTTP/1.1" 200 237
::1 - - [20/Mar/2022:15:09:26 +0300] "GET /server/index.php HTTP/1.1" 200 2266
::1 - - [20/Mar/2022:15:11:01 +0300] "GET /server/index.php HTTP/1.1" 200 3274
::1 - - [20/Mar/2022:15:11:31 +0300] "GET /server/index.php HTTP/1.1" 200 4849
::1 - - [20/Mar/2022:15:11:54 +0300] "GET /server/index.php HTTP/1.1" 200 3274
::1 - - [20/Mar/2022:15:12:18 +0300] "GET /server/index.php HTTP/1.1" 200 4849
::1 - - [20/Mar/2022:15:12:35 +0300] "GET /server/index.php HTTP/1.1" 200 3274
::1 - - [20/Mar/2022:15:13:04 +0300] "GET /server/index.php HTTP/1.1" 200 970
::1 - - [20/Mar/2022:15:14:27 +0300] "GET /server/index.php HTTP/1.1" 200 1069
::1 - - [20/Mar/2022:15:16:02 +0300] "GET /server/index.php HTTP/1.1" 200 1069
::1 - - [20/Mar/2022:15:16:28 +0300] "GET /server/index.php HTTP/1.1" 200 1148
::1 - - [20/Mar/2022:15:17:13 +0300] "GET /server/index.php HTTP/1.1" 200 1982
::1 - - [20/Mar/2022:15:18:06 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:15:18:26 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:15:19:41 +0300] "GET /server/index.php HTTP/1.1" 200 3130
::1 - - [20/Mar/2022:15:20:21 +0300] "GET /server/index.php HTTP/1.1" 200 1393
::1 - - [20/Mar/2022:15:22:15 +0300] "GET /server/index.php HTTP/1.1" 200 261
::1 - - [20/Mar/2022:15:22:30 +0300] "GET /server/index.php HTTP/1.1" 200 240
::1 - - [20/Mar/2022:15:22:42 +0300] "GET /server/index.php HTTP/1.1" 200 2314
::1 - - [20/Mar/2022:15:46:58 +0300] "GET /server/index.php HTTP/1.1" 200 199
::1 - - [20/Mar/2022:15:48:32 +0300] "GET /server/index.php HTTP/1.1" 200 199
::1 - - [20/Mar/2022:15:49:03 +0300] "GET /server/index.php HTTP/1.1" 200 1017
::1 - - [20/Mar/2022:15:52:46 +0300] "GET /server/index.php HTTP/1.1" 200 29827
::1 - - [20/Mar/2022:15:53:46 +0300] "GET /server/index.php HTTP/1.1" 200 1534
::1 - - [20/Mar/2022:17:34:42 +0300] "GET /server/index.php HTTP/1.1" 200 1017
::1 - - [20/Mar/2022:17:37:37 +0300] "GET /server/index.php HTTP/1.1" 200 1019
::1 - - [20/Mar/2022:17:49:57 +0300] "GET /server/index.php HTTP/1.1" 200 1581
::1 - - [20/Mar/2022:18:39:12 +0300] "GET /client/src/index.html HTTP/1.1" 200 29767
::1 - - [20/Mar/2022:18:39:12 +0300] "GET /client/src/styles/styles.css HTTP/1.1" 200 24474
::1 - - [20/Mar/2022:18:39:12 +0300] "GET /client/src/js/index.js HTTP/1.1" 200 17670
::1 - - [20/Mar/2022:18:39:12 +0300] "GET /client/src/js/data.js HTTP/1.1" 200 33129
::1 - - [20/Mar/2022:18:39:12 +0300] "GET /client/src/js/page.js HTTP/1.1" 200 21201
::1 - - [20/Mar/2022:18:39:12 +0300] "GET /client/src/png/book-advert.png HTTP/1.1" 200 301279
::1 - - [20/Mar/2022:18:39:13 +0300] "GET /client/src/svg/book.svg HTTP/1.1" 200 1888
::1 - - [20/Mar/2022:18:39:20 +0300] "GET /server/index.php?bookName=%D0%9A%D0%BD%D0%B8%D0%B6%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%BE%D1%80&bookAuthor=%D0%9C%D0%B0%D1%80%D0%BA%D1%83%D1%81%20%D0%97%D1%83%D1%81%D0%B0%D0%BA HTTP/1.1" 200 493
::1 - - [20/Mar/2022:18:40:04 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:40:04 +0300] "GET /client/src/js/page.js HTTP/1.1" 200 21201
::1 - - [20/Mar/2022:18:40:09 +0300] "GET /server/index.php?bookName=%D0%9A%D0%BD%D0%B8%D0%B6%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%BE%D1%80&bookAuthor=%D0%9C%D0%B0%D1%80%D0%BA%D1%83%D1%81%20%D0%97%D1%83%D1%81%D0%B0%D0%BA HTTP/1.1" 200 493
::1 - - [20/Mar/2022:18:40:37 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:40:37 +0300] "GET /client/src/js/page.js HTTP/1.1" 200 21178
::1 - - [20/Mar/2022:18:40:42 +0300] "GET /client/.../server/index.php?bookName=%D0%9A%D0%BD%D0%B8%D0%B6%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%BE%D1%80&bookAuthor=%D0%9C%D0%B0%D1%80%D0%BA%D1%83%D1%81%20%D0%97%D1%83%D1%81%D0%B0%D0%BA HTTP/1.1" 403 199
::1 - - [20/Mar/2022:18:42:03 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:42:03 +0300] "GET /client/src/js/page.js HTTP/1.1" 200 21227
::1 - - [20/Mar/2022:18:42:10 +0300] "GET /server/index.php?bookName=%D0%9A%D0%BD%D0%B8%D0%B6%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%BE%D1%80&bookAuthor=%D0%9C%D0%B0%D1%80%D0%BA%D1%83%D1%81%20%D0%97%D1%83%D1%81%D0%B0%D0%BA HTTP/1.1" 200 493
::1 - - [20/Mar/2022:18:43:09 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:43:09 +0300] "GET /client/src/js/page.js HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:43:15 +0300] "GET /server/index.php?bookName=%D0%9A%D0%BD%D0%B8%D0%B6%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%BE%D1%80&bookAuthor=%D0%9C%D0%B0%D1%80%D0%BA%D1%83%D1%81%20%D0%97%D1%83%D1%81%D0%B0%D0%BA HTTP/1.1" 200 493
::1 - - [20/Mar/2022:18:44:18 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:44:18 +0300] "GET /client/src/js/page.js HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:44:26 +0300] "GET /server/index.php?bookName=%D0%9A%D0%BD%D0%B8%D0%B6%D0%BD%D1%8B%D0%B9%20%D0%B2%D0%BE%D1%80&bookAuthor=%D0%9C%D0%B0%D1%80%D0%BA%D1%83%D1%81%20%D0%97%D1%83%D1%81%D0%B0%D0%BA HTTP/1.1" 200 493
::1 - - [20/Mar/2022:18:45:01 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:45:01 +0300] "GET /client/src/js/page.js HTTP/1.1" 200 21209
::1 - - [20/Mar/2022:18:45:12 +0300] "GET /client/src/index.html HTTP/1.1" 304 -
::1 - - [20/Mar/2022:18:45:12 +0300] "GET /client/src/js/page.js HTTP/1.1" 200 21201
